"Date","Record Number","Record Type","Address","Status","Description","Project Name","Short Notes",
"10/09/2025","BLDNCC-2025-17630","New Commercial Construction Permit","4707 Madison Yards WAY, Madison WI 53705 United States","Closed","Hydrate IV Bar - new tenant alteration",,"Hydrate IV Bar - new tenant alteration",
"10/09/2025","BLDNCC-2025-17622","New Commercial Construction Permit","104 Langdon ST, Madison WI 53703 United States","Issued","507 sq ft rooftop deck addition",,"507 sq ft rooftop deck addition",
"10/06/2025","BLDNCC-2025-17422","New Commercial Construction Permit","2316 Advance RD, Madison WI 53718 United States","Issued","new one story shell building",,"new one story shell building",
"10/06/2025","BLDNCC-2025-17420","New Commercial Construction Permit","1403 University AVE, Madison WI 53715 United States","In Process","Replace and relocate RTU (Needs Zoning approval for screening)",,"Replace and relocate RTU",
"10/06/2025","BLDNCC-2025-17407","New Commercial Construction Permit","1313 Northport DR, Madison WI 53704 United States","Issued","Stand alone sunshade structure.  Shade cloth to be removed in winter.",,"Stand alone sunshade structure.  Shade cloth to be removed in winter.",
"10/06/2025","BLDNCC-2025-17405","New Commercial Construction Permit","515 Junction RD, C, Madison WI 53717 United States","Closed","The Healthy Place - new tenant alteration",,"The Healthy Place - new tenant alteration",
"10/03/2025","BLDNCC-2025-17308","New Commercial Construction Permit","27 E Main ST, Madison WI 53703 United States","Closed","Tavernakaya - occupancy count update and add outdoor seating",,"Tavernakaya - occupancy count update and add outdoor seating",
"10/03/2025","BLDNCC-2025-17307","New Commercial Construction Permit","525 Junction RD, Madison WI 53717 United States","Closed","Artis Reit - common amenity floor 1 alteration",,"Artis Reit - common amenity floor 1 alteration",
"10/03/2025","BLDNCC-2025-17298","New Commercial Construction Permit","746 W Main ST, Madison WI 53715 United States","In Process","Replace connector bridges",,"Replace connector bridges",
"10/03/2025","BLDNCC-2025-17292","New Commercial Construction Permit","8020 Excelsior DR, 100, Madison WI 53717 United States","Closed","Greenwoods State Bank - expand into adjacent space leaving smaller adjacent unoccupied space",,"Greenwoods State Bank - expand into adjacent space leaving smaller adjacent unoccupied space",
"10/02/2025","BLDNCC-2025-17191","New Commercial Construction Permit","2418 Crossroads DR, 3600, Madison WI 53718 United States","Inspections Complete","Foth - new tenant alteration. Split tenant space from unoccupied adjacent space",,"Foth - new tenant alteration. Split tenant space from unoccupied adjacent space",
"10/01/2025","BLDNCC-2025-17085","New Commercial Construction Permit","3130 S High Point RD, Madison WI 53719 United States","Closed","finish basement - add bedroom, family room, bathroom, office",,"finish basement - add bedroom, family room, bathroom, office",
"10/01/2025","BLDNCC-2025-17082","New Commercial Construction Permit","1 S Ingersoll ST, Madison WI 53703 United States","In Process","Madison Metro Transit - additions and alterations",,"Madison Metro Transit - additions and alterations",
"10/01/2025","BLDNCC-2025-17079","New Commercial Construction Permit","2201 Cypress WAY, Madison WI 53713 United States","Closed","balcony framing repairs- reinforce some joists, replace section of rim joist, replace deck boards",,"balcony framing repairs- reinforce some joists, replace section of rim joist, replace deck boards",
"10/01/2025","BLDNCC-2025-17070","New Commercial Construction Permit","7475 Mineral Point RD, 17, Madison WI 53717 United States","Closed","Sylvan Learning Center - new tenant alteration",,"Sylvan Learning Center - new tenant alteration",
"10/01/2025","BLDNCC-2025-17050","New Commercial Construction Permit","24 Sherman TER, 6, Madison WI 53704 United States","Issued","Kitchen alteration - remove wall between kitchen and dining, remove and replace wall at utility room",,"Kitchen alteration - remove wall between kitchen and dining, remove and replace wall at utility room",
"09/30/2025","BLDNCC-2025-16969","New Commercial Construction Permit","4001 Felland RD, 107, Madison WI 53718 United States","Closed","white box for future tenant (2015 IBC)",,"white box for future tenant (2015 IBC)",
"09/26/2025","BLDNCC-2025-16825","New Commercial Construction Permit","623 Railroad ST, Madison WI 53703 United States","Issued","MG&E - interior office space renovations level 1-3",,"MG&E - interior office space renovations level 1-3",
"09/25/2025","BLDNCC-2025-16661","New Commercial Construction Permit","4905 Commercial AVE, Madison WI 53704 United States","Closed","Refuel Pantry - alteration for new tenant",,"Refuel Pantry - alteration for new tenant",
"09/24/2025","BLDNCC-2025-16604","New Commercial Construction Permit","4205 Gallatin Range RD","In Process","Bozeman Residences -  108 unit apartment with indoor parking",,"Bozeman Residences -  108 unit apartment with indoor parking",
"09/24/2025","BLDNCC-2025-16601","New Commercial Construction Permit","50 N Leon ST, Madison WI 53714 United States","In Process","Tapestry - 157 unit apartment with indoor parking and shell commercial spaces",,"Tapestry - 157 unit apartment with indoor parking and shell commercial spaces",
"09/24/2025","BLDNCC-2025-16581","New Commercial Construction Permit","901 E Washington AVE, Madison WI 53703 United States","Issued","Hotel Indigo - convert lobby space to coffee shop and food prep area",,"Hotel Indigo - convert lobby space to coffee shop and food prep area",
"09/23/2025","BLDNCC-2025-16538","New Commercial Construction Permit","5007 Femrite DR, Madison WI 53716 United States","Issued","New office and warehouse with support, auxiliary and loading docks",,"New office and warehouse with support, auxiliary and loading docks",
"09/23/2025","BLDNCC-2025-16533","New Commercial Construction Permit","1104 Mound ST, E, Madison WI 53715 United States","Closed","create enclosed loft",,"create enclosed loft",
"09/23/2025","BLDNCC-2025-16497","New Commercial Construction Permit","3212 Commercial AVE, Madison WI 53714 United States","Issued","Chad's Design Build - add offices",,"Chad's Design Build - add offices",
"09/23/2025","BLDNCC-2025-16495","New Commercial Construction Permit","2862 Agriculture DR, Madison WI 53718 United States","Closed","RJI Industries - new tenant - split space from 2866",,"RJI Industries - new tenant - split space from 2866",
"09/22/2025","BLDNCC-2025-16415","New Commercial Construction Permit","808 Melvin CT, Madison WI 53704 United States","Issued","East Wash Apts - 222 panel rooftop solar PV installation",,"East Wash Apts - 222 panel rooftop solar PV installation",
"09/22/2025","BLDNCC-2025-16412","New Commercial Construction Permit","7202 Watts RD, Madison WI 53719 United States","Issued","Walmart - install new breakroom, vision center, and money center doors",,"Walmart - install new breakroom, vision center, and money center doors",
"09/22/2025","BLDNCC-2025-16407","New Commercial Construction Permit","4017 Owl Creek DR, Madison WI 53718 United States","Closed","GESTRA Engineering - new tenant alteration",,"GESTRA Engineering - new tenant alteration",
"09/22/2025","BLDNCC-2025-16395","New Commercial Construction Permit","611 Langdon ST, Madison WI 53703 United States","Closed","UW Hillel - third floor wellness studio alteration",,"UW Hillel - third floor wellness studio alteration",
"09/19/2025","BLDNCC-2025-16294","New Commercial Construction Permit","5401 Fen Oak DR, Madison WI 53718 United States","Closed","Catholic Charities Adult Day Center - Add activity space, infill coat room wall",,"Catholic Charities Adult Day Center - Add activity space, infill coat room wall",
"09/19/2025","BLDNCC-2025-16258","New Commercial Construction Permit","150 E Gilman ST, 2000, Madison WI 53703 United States","Closed","Habush Habush & Rottier - interior alteration for existing tenant. Split off vacant tenant space",,"Habush Habush & Rottier - interior alteration for existing tenant. Split off vacant tenant space",
"09/19/2025","BLDNCC-2025-16256","New Commercial Construction Permit","1 S Pinckney ST, 520, Madison WI 53703 United States","Closed","Sony - interior alteration for existing tenant",,"Sony - interior alteration for existing tenant",
"09/19/2025","BLDNCC-2025-16249","New Commercial Construction Permit","811 Williamson ST, Madison WI 53703 United States","Closed","Ba Lao - new tenant alteration",,"Ba Lao - new tenant alteration",
"09/18/2025","BLDNCC-2025-16213","New Commercial Construction Permit","700 N Midvale BLVD, Madison WI 53705 United States","Issued","Reformation - new tenant alteration",,"Reformation - new tenant alteration",
"09/18/2025","BLDNCC-2025-16177","New Commercial Construction Permit","8113 Grotto LN, Madison WI 53711 United States","Rejected","Midtown Center building C - new 115-unit apartment with parking garage",,"Midtown Center building C - new 115-unit apartment with parking garage",
"09/18/2025","BLDNCC-2025-16168","New Commercial Construction Permit","8125 Grotto LN, Madison WI 53711 United States","Rejected","Midtown Center building B - new 84 unit apartment with shell commercial space and parking garage",,"Midtown Center building B - new 84 unit apartment with shell commercial space and parking garage",
"09/16/2025","BLDNCC-2025-16014","New Commercial Construction Permit","2801 Crossroads DR, 2200, Madison WI 53718 United States","Closed","SyncLync - alteration for new tenant",,"SyncLync - alteration for new tenant",
"09/16/2025","BLDNCC-2025-16010","New Commercial Construction Permit","7021 Tree LN, Madison WI 53717 United States","Issued","Institute of Beauty and Wellness - new tenant alteration",,"Institute of Beauty and Wellness - new tenant alteration",
"09/16/2025","BLDNCC-2025-15983","New Commercial Construction Permit","7702 Old Sauk RD, Madison WI 53717 United States","Issued","26' x 36' unheated storage shed",,"26' x 36' unheated storage shed",
"09/16/2025","BLDNCC-2025-15982","New Commercial Construction Permit","723 N High Point RD, Madison WI 53717 United States","Issued","Steaks & Hoagies - new tenant alteration",,"Steaks & Hoagies - new tenant alteration",
"09/16/2025","BLDNCC-2025-15975","New Commercial Construction Permit","1520 Gilson ST, Madison WI 53715 United States","Closed","Schroeder Knife Works - new tenant alteration - add retail space",,"Schroeder Knife Works - new tenant alteration - add retail space",
"09/16/2025","BLDNCC-2025-15967","New Commercial Construction Permit","2917 Dairy DR, Madison WI 53718 United States","In Process","New Building - Simply Homes storage warehouse with additional shell spaces for future tenants",,"New Building - Simply Homes storage warehouse with additional shell spaces for future tenants",
"09/16/2025","BLDNCC-2025-15946","New Commercial Construction Permit","100 Wisconsin AVE, 803, Madison WI 53703 United States","Issued","Alter layout of full condo",,"Alter layout of full condo",
"09/16/2025","BLDNCC-2025-15934","New Commercial Construction Permit","417 S Yellowstone DR","In Process","Four story 63 unit apartment building with below grade parking",,"Four story 63 unit apartment building with below grade parking",
"09/15/2025","BLDNCC-2025-15912","New Commercial Construction Permit","670 N Midvale BLVD, Madison WI 53705 United States","Issued","North Italia - new tenant alteration",,"North Italia - new tenant alteration",
"09/15/2025","BLDNCC-2025-15889","New Commercial Construction Permit","325 E Wilson ST, Madison WI 53703 United States","In Process","Veil & Vault - new tenant alteration",,"Veil & Vault - new tenant alteration",
"09/15/2025","BLDNCC-2025-15888","New Commercial Construction Permit","1002 Ann ST, Madison WI 53713 United States","Issued","ABC Supply Co - alteration for larger overhead door. alteration to add rear mechanical room and front office.",,"ABC Supply Co - alteration for larger overhead door. alteration to add rear mechanical room and front office.",
"09/15/2025","BLDNCC-2025-15866","New Commercial Construction Permit","414 W Washington AVE, Madison WI 53703 United States","Issued","Mifflin Chapter at Madison - 162-unit apartment with indoor parking. Reviewed under 2018 I codes.",,"Mifflin Chapter at Madison - 162-unit apartment with indoor parking",
"09/12/2025","BLDNCC-2025-15825","New Commercial Construction Permit","1617 Northport DR, Madison WI 53704 United States","Issued","Madison Mallards - Add Dugout Club seating",,"Madison Mallards - Add Dugout Club seating",
"09/12/2025","BLDNCC-2025-15801","New Commercial Construction Permit","4715 Sheboygan AVE, Madison WI 53705 United States","Issued","Normandy apartments - repair membrane, precast concrete, and add supports in garage",,"Normandy apartments - repair membrane, precast concrete, and add supports in garage",
"09/12/2025","BLDNCC-2025-15796","New Commercial Construction Permit","5210 Odana RD, Madison WI 53711 United States","Closed","Create gathering room at office area. Enlarge toilet room",,"Create gathering room at office area. Enlarge toilet room",
"09/11/2025","BLDNCC-2025-15661","New Commercial Construction Permit","3228 Ohmeda DR, Madison WI 53718 United States","Inspections Complete","Amazon - shell buildout",,"Amazon - shell buildout",
"09/10/2025","BLDNCC-2025-15593","New Commercial Construction Permit","4001 Felland RD, 109, Madison WI 53718 United States","Closed","white box for future tenant - split off from suite 107/108.  Add kitchenette and toilet room",,"white box for future tenant - split off from suite 107/108.  Add kitchenette and toilet room",
"09/09/2025","BLDNCC-2025-15547","New Commercial Construction Permit","1408 Quann-Olin PKWY, Madison WI 53713 United States","Closed","Vehicle Storage Building - add 58 43.77 kWdc rooftop solar PV modules to existing system",,"Vehicle Storage Building - add 58 43.77 kWdc rooftop solar PV modules to existing system",
"09/09/2025","BLDNCC-2025-15546","New Commercial Construction Permit","119 E Olin AVE, Madison WI 53713 United States","Closed","Water Utility Building - installation of 76 module 54.3 kWdc added to existing rooftop system",,"Water Utility Building - installation of 76 module 54.3 kWdc added to existing rooftop system",
"09/09/2025","BLDNCC-2025-15518","New Commercial Construction Permit","5501 Schroeder RD, Madison WI 53711 United States","Issued","Vitense Golfland - kitchen renovation",,"Vitense Golfland - kitchen renovation",
"09/09/2025","BLDNCC-2025-15514","New Commercial Construction Permit","2237 Winnebago ST, Madison WI 53704 United States","Issued","Ledger Coffee - interior alteration for new tenant",,"Ledger Coffee - interior alteration for new tenant",
"09/09/2025","BLDNCC-2025-15509","New Commercial Construction Permit","3901 Hanson RD, Madison WI 53704 United States","Issued","installation of a 1049.91 kW DC Rooftop PV System, 2658 Modules",,"installation of a 1049.91 kW DC Rooftop PV System, 2658 Modules",
"09/09/2025","BLDNCC-2025-15508","New Commercial Construction Permit","3829 Hanson RD, Madison WI 53704 United States","Issued","installation of 184.86 kW DC Rooftop PV Solar system, 468 modules",,"installation of 184.86 kW DC Rooftop PV Solar system, 468 modules",
"09/09/2025","BLDNCC-2025-15491","New Commercial Construction Permit","334 W Doty ST, Madison WI 53703 United States","Ready for CoO","Capitol Lakes - 3rd floor remodel",,"Capitol Lakes - 3rd floor remodel",
"09/04/2025","BLDNCC-2025-15206","New Commercial Construction Permit","815 Plaenert DR, Madison WI 53713 United States","Issued","Verizon Wireless - replace antennas and RRHs",,"Verizon Wireless - replace antennas and RRHs",
"09/04/2025","BLDNCC-2025-15204","New Commercial Construction Permit","6603 Femrite DR, Madison WI 53718 United States","Issued","Mallinckrodt Pharmaceuticals - New Solar PV Carport",,"Mallinckrodt Pharmaceuticals - New Solar PV Carport",
"09/03/2025","BLDNCC-2025-15118","New Commercial Construction Permit","202 S Park ST, Madison WI 53715 United States","In Process","Transformer vault alteration level 1 of hospital",,"Transformer vault alteration level 1 of hospital",
"09/02/2025","BLDNCC-2025-14999","New Commercial Construction Permit","1923 Monroe ST, Madison WI 53711 United States","Issued","Waltzing Matildas - new tenant alteration. Submitted under pre-2025 code.",,"Waltzing Matildas - new tenant alteration",
"08/28/2025","BLDNCC-2025-14899","New Commercial Construction Permit","437 W Gorham ST, Madison WI 53703 United States","Issued","Add exercise room in basement, convert leasing office to study lounge",,"Add exercise room in basement, convert leasing office to study lounge",
"08/28/2025","BLDNCC-2025-14827","New Commercial Construction Permit","2801 Crossroads DR, 1400, Madison WI 53718 United States","Closed","IA Investors, LLP - existing tenant alteration",,"IA Investors, LLP - existing tenant alteration",
"08/28/2025","BLDNCC-2025-14801","New Commercial Construction Permit","438 N Frances ST, Madison WI 53703 United States","Issued","First floor bathroom alteration - remove shower, add urinal.  Toilet room serves suite A and B",,"First floor bathroom alteration - remove shower, add urinal",
"08/28/2025","BLDNCC-2025-14790","New Commercial Construction Permit","4703 Madison Yards WAY, 102, Madison WI 53705 United States","Closed","Vesta CPA - shell buildout",,"Vesta CPA - shell buildout",
"08/27/2025","BLDNCC-2025-14722","New Commercial Construction Permit","2 E Mifflin ST, Madison WI 53703 United States","Issued","4th floor corridor alteration",,"4th floor corridor alteration",
"08/25/2025","BLDNCC-2025-14515","New Commercial Construction Permit","135 East Towne MALL, Madison WI 53704 United States","Closed","JC Penny exterior facade panel replacement and repairs",,"JC Penny exterior facade panel replacement and repairs",
"08/25/2025","BLDNCC-2025-14478","New Commercial Construction Permit","3510 E Washington AVE, Madison WI 53704 United States","In Process","Smoke Buddy - new tenant alteration",,"Smoke Buddy - new tenant alteration",
"08/22/2025","BLDNCC-2025-14465","New Commercial Construction Permit","4011 Marsh RD, Madison WI 53718 United States","Issued","Trane - new tenant buildout",,"Trane - new tenant buildout",
"08/22/2025","BLDNCC-2025-14455","New Commercial Construction Permit","5501 Odana RD, Madison WI 53719 United States","Closed","AM Massage- new tenant alterations",,"AM Massage- new tenant alterations",
"08/22/2025","BLDNCC-2025-14449","New Commercial Construction Permit","429 Gammon PL, 100, Madison WI 53719 United States","Issued","First Weber - infill opening and new aluminum framed interior glazing",,"First Weber - infill opening and new aluminum framed interior glazing",
"08/22/2025","BLDNCC-2025-14445","New Commercial Construction Permit","2 E Mifflin ST, Madison WI 53703 United States","Issued","remodel 7th floor lobby area",,"remodel 7th floor lobby area",
"08/22/2025","BLDNCC-2025-14422","New Commercial Construction Permit","6501 Kilpatrick LN, Madison WI 53718 United States","Issued","Summit Credit Union- new building with drive-up canopy",,"Summit Credit Union- new building with drive-up canopy",
"08/22/2025","BLDNCC-2025-14415","New Commercial Construction Permit","1 N Yellowstone DR, Madison WI 53705 United States","Issued","Parkcrest Swim & Tennis Club - new building including stair to pool house roof deck and rooftop solar.",,"Parkcrest Swim & Tennis Club - new building including stair to pool house roof deck and rooftop solar.",
"08/21/2025","BLDNCC-2025-15032","New Commercial Construction Permit","106 King ST, Madison WI 53703 United States","Closed","Madison Extracts: Certificate of Occupancy",,"Madison Extracts: Certificate of Occupancy",
"08/20/2025","BLDNCC-2025-14242","New Commercial Construction Permit","34 Stones Throw LOOP, Madison WI 53719 United States","Issued","new 3 story 25 unit apartment with basement parking",,"new 3 story 25 unit apartment with basement parking",
"08/19/2025","BLDNCC-2025-14174","New Commercial Construction Permit","9454 Spirit ST, Middleton WI 53562 United States","In Process","Highlands at Bear Claw Way - 56-unit apartment with indoor parking",,"Highlands at Bear Claw Way - 56-unit apartment with indoor parking",
"08/19/2025","BLDNCC-2025-14154","New Commercial Construction Permit","734 Holy Cross WAY, Madison WI 53704 United States","Closed","detached outdoor shelter",,"detached outdoor shelter",
"08/18/2025","BLDNCC-2025-14123","New Commercial Construction Permit","3412 McAllens WAY, Madison WI 53718 United States","Inspections Complete","ASC1 Inc - new tenant alteration",,"ASC1 Inc - new tenant alteration",
"08/18/2025","BLDNCC-2025-14077","New Commercial Construction Permit","26 Stones Throw LOOP, Madison WI 53719 United States","Issued","new 3 story, 35 unit apartment with basement parking",,"new 3 story, 35 unit apartment with basement parking",
"08/18/2025","BLDNCC-2025-14075","New Commercial Construction Permit","4273 Lien RD, Madison WI 53704 United States","Inspections Complete","Duncan's Dog Daycare - new tenant alteration",,"Duncan's Dog Daycare - new tenant alteration",
"08/18/2025","BLDNCC-2025-14065","New Commercial Construction Permit","711 Cricket LN, 1, Middleton WI 53562 United States","Issued","alteration to third floor add bathroom",,"alteration to third floor add bathroom",
"08/18/2025","BLDNCC-2025-14061","New Commercial Construction Permit","902 Ann ST, Madison WI 53713 United States","Issued","The Vine Church - rebuild exterior stair",,"The Vine Church - rebuild exterior stair",
"08/15/2025","BLDNCC-2025-14025","New Commercial Construction Permit","4825 Lovell LN, Madison WI 53711 United States","Closed","32 sq ft deck addition with stairs less than 3 ft off grade",,"32 sq ft deck addition with stairs less than 3 ft off grade",
"08/15/2025","BLDNCC-2025-14006","New Commercial Construction Permit","16 N Carroll ST, Madison WI 53703 United States","Issued","Historian Hotel - convert Churchill building to Hotel",,"Historian Hotel - convert Churchill building to Hotel",
"08/15/2025","BLDNCC-2025-13981","New Commercial Construction Permit","7502 West Towne WAY, Madison WI 53719 United States","Closed","Nevada Bob's Golf - add to mezzanine for golf simulator",,"Nevada Bob's Golf - add to mezzanine for golf simulator",
"08/15/2025","BLDNCC-2025-13977","New Commercial Construction Permit","2508 S Stoughton RD, Madison WI 53716 United States","Closed","Underdog Pet Rescue - existing tenant alteration",,"Underdog Pet Rescue - existing tenant alteration",
"08/15/2025","BLDNCC-2025-13962","New Commercial Construction Permit","1008 W Johnson ST, Madison WI 53715 United States","Issued","New 189 dwelling unit apartment with parking and first floor amenity areas",,"New 189 dwelling unit apartment with parking and first floor amenity areas",
"08/15/2025","BLDNCC-2025-13953","New Commercial Construction Permit",,"In Process",,,,
"08/15/2025","BLDNCC-2025-13940","New Commercial Construction Permit","2903 University AVE, Madison WI 53705 United States","Closed","Osteria Novella - new tenant alteration",,"Osteria Novella - new tenant alteration",
"08/14/2025","BLDNCC-2025-13910","New Commercial Construction Permit","10 Stones Throw LOOP, Madison WI 53719 United States","Issued","Midpoint Meadows building 2 - 32 unit apartment with basement parking",,"Midpoint Meadows building 2 - 32 unit apartment with basement parking",
"08/14/2025","BLDNCC-2025-13906","New Commercial Construction Permit","18 Stones Throw LOOP, Madison WI 53719 United States","Issued","Midpoint Meadows building 3 - 40 unit apartment with basement parking",,"Midpoint Meadows building 3 - 40 unit apartment with basement parking",
"08/14/2025","BLDNCC-2025-13881","New Commercial Construction Permit","5315 Wall ST, 170, Madison WI 53718 United States","Closed","SmaXtec - existing tenant alteration",,"SmaXtec - existing tenant alteration",
"08/14/2025","BLDNCC-2025-13877","New Commercial Construction Permit","5460 Fen Oak DR, Madison WI 53718 United States","Issued","Vogel Bros - renovation of office space",,"Vogel Bros - renovation of office space",
"08/14/2025","BLDNCC-2025-13874","New Commercial Construction Permit","4500 Kennedy RD, Madison WI 53704 United States","Closed","Lindbergh Elementary School - internal access modifications",,"Lindbergh Elementary School - internal access modifications",
"08/13/2025","BLDNCC-2025-13766","New Commercial Construction Permit","1702 Pankratz ST, Madison WI 53704 United States","Issued","MSA Professional Services - alteration and addition",,"MSA Professional Services - alteration and addition",
"08/13/2025","BLDNCC-2025-13752","New Commercial Construction Permit","222 W Washington AVE, 450, Madison WI 53703 United States","Inspections Complete","add wall to split one suite into two",,"add wall to split one suite into two",
"08/13/2025","BLDNCC-2025-13749","New Commercial Construction Permit","1601 Troy DR, Madison WI 53704 United States","Closed","add stairs to deck in rear of house, replace deck boards, add railing",,"add stairs to deck in rear of house, replace deck boards, add railing",
"08/13/2025","BLDNCC-2025-13743","New Commercial Construction Permit","4600 American PKWY, 110, Madison WI 53718 United States","Closed","Certificate of Occupancy for Clinic-Health, Fresenius Medical Care Madison LLC",,"Certificate of Occupancy for Clinic-Health, Fresenius Medical Care Madison LLC",
"08/13/2025","BLDNCC-2025-13742","New Commercial Construction Permit","4600 American PKWY, 102, Madison WI 53718 United States","Closed","Certificate of Occupancy for Clinic-Health, Fresenius Medical Care Madison LLC",,"Certificate of Occupancy for Clinic-Health, Fresenius Medical Care Madison LLC",
"08/11/2025","BLDNCC-2025-13561","New Commercial Construction Permit","28 Hidden Hollow TRL, Madison WI 53717 United States","Closed","Alter basement storage/mechanical area.  Bathroom upgrade - shower surround. Approved at counter. Plans in Accela.",,"Alter basement storage/mechanical area.  Bathroom upgrade",
"08/08/2025","BLDNCC-2025-13495","New Commercial Construction Permit","908 E Gorham ST, Madison WI 53703 United States","Issued","Three story bedroom addition, fire repair, second and third floor alterations",,"Three story bedroom addition, fire repair, second and third floor alterations",
"08/08/2025","BLDNCC-2025-13493","New Commercial Construction Permit","210 Martin Luther King Jr BLVD, 116, Madison WI 53703 United States","Issued","Dane County Planning - enclose conference space",,"Dane County Planning - enclose conference space",
"08/08/2025","BLDNCC-2025-13488","New Commercial Construction Permit","5046 Tradewinds PKWY, Madison WI 53718 United States","Closed","Elle Maven Homes - new tenant alteration",,"Elle Maven Homes - new tenant alteration",
"08/07/2025","BLDNCC-2025-13397","New Commercial Construction Permit","8301 Luds LN, Madison WI 53718 United States","Issued","Dane County Public Safety Communications - new building including 2 solar car ports",,"Dane County Public Safety Communications - new building including 2 solar car ports",
"08/07/2025","BLDNCC-2025-13391","New Commercial Construction Permit","1886 E Washington AVE, Madison WI 53704 United States","Ready for CoO","Dragon Fly Hot Yoga - new tenant alteration",,"Dragon Fly Hot Yoga - new tenant alteration",
"08/07/2025","BLDNCC-2025-13362","New Commercial Construction Permit","1850 Commercial AVE, Madison WI 53704 United States","Issued","The Conway - 16 stall parking garage",,"The Conway - 16 stall parking garage",
"08/07/2025","BLDNCC-2025-13359","New Commercial Construction Permit","1854 Commercial AVE, Madison WI 53704 United States","Issued","The Conway - 5 stall parking garage",,"The Conway - 5 stall parking garage",
"08/07/2025","BLDNCC-2025-13353","New Commercial Construction Permit","513 State ST, Madison WI 53703 United States","Closed","Change of Use Zoning for DANK1848 INC",,"Change of Use Zoning for DANK1848 INC",
"08/07/2025","BLDNCC-2025-13348","New Commercial Construction Permit","1846 Commercial AVE, Madison WI 53704 United States","Issued","The Conway at Huxley Yards - 50-unit apartment with first floor parking. Includes office space for Wisconsin Management community services space at 1844 Commercial Ave.",,"The Conway at Huxley Yards - 50-unit apartment with first floor parking",
"08/06/2025","BLDNCC-2025-13333","New Commercial Construction Permit","3003 University AVE, 102, Madison WI 53705 United States","Closed","Opal Salon - new tenant alteration",,"Opal Salon - new tenant alteration",
"08/06/2025","BLDNCC-2025-13290","New Commercial Construction Permit","516 S Yellowstone DR, Madison WI 53719 United States","Closed","Massage Haven - new tenant alteration",,"Massage Haven - new tenant alteration",
"08/06/2025","BLDNCC-2025-13289","New Commercial Construction Permit","841 W Lakeside ST, D, Madison WI 53715 United States","Issued","Amar Properties - new tenant suite",,"Amar Properties - new tenant suite",
"08/06/2025","BLDNCC-2025-13254","New Commercial Construction Permit","301 N Sherman AVE, Madison WI 53704 United States","Issued","Exterior alterations - replace siding and roofing, gable rake extension, add eyebrow roofs",,"Exterior alterations - replace siding and roofing, gable rake extension, add eyebrow roofs",
"08/04/2025","BLDNCC-2025-13093","New Commercial Construction Permit","3329 Agriculture DR, Madison WI 53716 United States","Issued","International Flavors & Fragrances - dairy application lab and production suite",,"International Flavors & Fragrances - dairy application lab and production suite",
"08/04/2025","BLDNCC-2025-13048","New Commercial Construction Permit","780 Regent ST, Madison WI 53715 United States","Issued","AT&T - equipment upgrade, antenna swap",,"AT&T - equipment upgrade, antenna swap",
"08/04/2025","BLDNCC-2025-13046","New Commercial Construction Permit","431 N Frances ST, Madison WI 53703 United States","Issued","Frank & Andrea Pizza & Cheesesteak - new tenant alteration",,"Frank & Andrea Pizza & Cheesesteak - new tenant alteration",
"08/01/2025","BLDNCC-2025-12995","New Commercial Construction Permit","4102 Monona DR, Madison WI 53716 United States","Issued","Muskellounge - kitchen renovation",,"Muskellounge - kitchen renovation",
"08/01/2025","BLDNCC-2025-12961","New Commercial Construction Permit","424 S Park ST, Madison WI 53715 United States","Closed","Certificate of Occupancy for Service Business, True Love Tat2",,"Certificate of Occupancy for Service Business, True Love Tat2",
"08/01/2025","BLDNCC-2025-12920","New Commercial Construction Permit","1802 Axel AVE, Madison WI 53711 United States","Closed","Replace front stair at stoop.  Add railing",,"Replace front stair at stoop.  Add railing",
"07/30/2025","BLDNCC-2025-12728","New Commercial Construction Permit","2121 S Stoughton RD, Madison WI 53716 United States","Inspections Complete","ZONING CHANGE OF USE - ADVANCED SAFETY ELECTRONICS LLC Change to Storage / warehousing",,"ZONING CHANGE OF USE - ADVANCED SAFETY ELECTRONICS LLC",
"07/29/2025","BLDNCC-2025-12634","New Commercial Construction Permit","3817 Milwaukee ST, Madison WI 53714 United States","Closed","Woodman's - repair roof damage",,"Woodman's - repair roof damage",
"07/25/2025","BLDNCC-2025-12422","New Commercial Construction Permit","4401 Cottage Grove RD, Madison WI 53716 United States","Issued","Culver's - existing tenant alteration",,"Culver's - existing tenant alteration",
"07/25/2025","BLDNCC-2025-12416","New Commercial Construction Permit","320 Holtzman RD, Madison WI 53713 United States","Issued","Exact Sciences - add driver cages at three entrances",,"Exact Sciences - add driver cages at three entrances",
"07/25/2025","BLDNCC-2025-12405","New Commercial Construction Permit","2801 Crossroads DR, 2600, Madison WI 53718 United States","Closed","Straive - new tenant alteration",,"Straive - new tenant alteration",
"07/25/2025","BLDNCC-2025-12401","New Commercial Construction Permit","2418 Crossroads DR, 2600, Madison WI 53718 United States","Closed","National Cooperative Rx - existing tenant alteration",,"National Cooperative Rx - existing tenant alteration",
"07/24/2025","BLDNCC-2025-12311","New Commercial Construction Permit","1410 Northport DR, 204, Madison WI 53704 United States","Closed","Orthodontic Specialists of Madison - new tenant alteration. Remove partition in common corridor bathroom on first floor and add grab bars.",,"Orthodontic Specialists of Madison - new tenant alteration. Remove partition in common corridor bathroom on first floor.",
